timestamp,machine,temperature,pressure_bar,temperature_moy6h,temperature_moy24h,temperature_std24h,temperature_delta6h,pressure_bar_moy6h,pressure_bar_moy24h,pressure_bar_std24h,pressure_bar_delta6h
2025-09-01 00:00:00,MACH-01,39.94,195.892,39.288333333333334,37.795833333333334,1.383753297523015,0.6516666666666637,196.44116666666665,196.44266666666667,0.4713000213716746,-0.5491666666666504
2025-09-01 01:00:00,MACH-01,38.31,196.524,39.36833333333333,37.84083333333333,1.4364234469127124,-1.05833333333333,196.25183333333334,196.43379166666668,0.4798627502296726,0.27216666666666356
2025-09-01 02:00:00,MACH-01,38.1,195.62,39.108333333333334,37.782916666666665,1.3853157830764071,-1.0083333333333329,196.4055,196.4415,0.47975972246986454,-0.7854999999999848
2025-09-01 03:00:00,MACH-01,38.14,196.698,38.791666666666664,37.81583333333334,1.3829738488730308,-0.6516666666666637,196.21766666666667,196.41754166666666,0.5062316001308383,0.48033333333333417
2025-09-01 04:00:00,MACH-01,36.93,196.123,38.60333333333333,37.842083333333335,1.3828954475449677,-1.673333333333332,196.23716666666667,196.43087500000001,0.5093493985297541,-0.11416666666667652
2025-09-01 05:00:00,MACH-01,37.14,196.694,38.339999999999996,37.7975,1.3947798641955067,-1.1999999999999957,196.19866666666667,196.394375,0.498131012319851,0.4953333333333205
2025-09-01 06:00:00,MACH-01,36.08,197.009,38.093333333333334,37.78583333333333,1.399238664624348,-2.0133333333333354,196.2585,196.37491666666668,0.4754891226906447,0.7504999999999882
2025-09-01 07:00:00,MACH-01,35.6,195.983,37.449999999999996,37.777499999999996,1.409157164067762,-1.8499999999999943,196.44466666666668,196.39175,0.49089051732541733,-0.4616666666666731
2025-09-01 08:00:00,MACH-01,36.96,195.691,36.998333333333335,37.70333333333333,1.4762339471325974,-0.038333333333333997,196.3545,196.37595833333333,0.497934732860063,-0.6634999999999991
2025-09-01 09:00:00,MACH-01,36.43,196.568,36.80833333333333,37.755833333333335,1.4233485217938626,-0.3783333333333303,196.36633333333336,196.36225000000002,0.5124768711642291,0.20166666666665378
2025-09-01 10:00:00,MACH-01,36.63,196.791,36.52333333333333,37.780833333333334,1.3929977579390456,0.10666666666666913,196.34466666666665,196.38312500000004,0.5101257570869119,0.44633333333334235
2025-09-01 11:00:00,MACH-01,35.42,195.977,36.473333333333336,37.858333333333334,1.2639711976171826,-1.0533333333333346,196.456,196.39566666666667,0.5165275081413218,-0.478999999999985
2025-09-01 12:00:00,MACH-01,36.07,197.008,36.18666666666667,37.79624999999999,1.3464762788720923,-0.11666666666666714,196.3365,196.41975000000002,0.4802369206964582,0.6715000000000089
2025-09-01 13:00:00,MACH-01,36.91,196.221,36.185,37.76166666666666,1.3807202489270305,0.7249999999999943,196.33633333333333,196.41400000000002,0.4719173656478618,-0.11533333333332507
2025-09-01 14:00:00,MACH-01,37.22,195.949,36.40333333333333,37.75958333333333,1.3820195656032388,0.81666666666667,196.376,196.38570833333333,0.46175849881935127,-0.4269999999999925
2025-09-01 15:00:00,MACH-01,38.4,196.788,36.446666666666665,37.76416666666667,1.3799524776526653,1.9533333333333331,196.419,196.3909166666667,0.4558140273579221,0.3689999999999998
2025-09-01 16:00:00,MACH-01,38.78,197.193,36.775,37.77916666666666,1.3850283835316968,2.0050000000000026,196.4556666666667,196.40070833333334,0.4619303052237161,0.7373333333333107
2025-09-01 17:00:00,MACH-01,39.68,196.586,37.13333333333333,37.809999999999995,1.399251352626148,2.546666666666667,196.52266666666665,196.43433333333334,0.4893698402841449,0.063333333333361
2025-09-01 18:00:00,MACH-01,38.98,196.747,37.843333333333334,37.852916666666665,1.4412991698816269,1.1366666666666632,196.6241666666667,196.41508333333334,0.47299360384193456,0.12283333333331825
2025-09-01 19:00:00,MACH-01,39.64,197.032,38.32833333333333,37.83291666666667,1.4212195594741515,1.3116666666666674,196.5806666666667,196.40337499999998,0.46047421799141103,0.4513333333333094
