timestamp,machine,temperature,pressure_bar,temperature_moy6h,temperature_moy24h,temperature_std24h,temperature_delta6h,pressure_bar_moy6h,pressure_bar_moy24h,pressure_bar_std24h,pressure_bar_delta6h,panne_24h
2026-01-01 00:00:00,MACH-01,39.39,196.079,39.68666666666667,37.705000000000005,1.543713760365003,-0.29666666666666686,196.21833333333333,196.31958333333333,0.35406262239874464,-0.13933333333332598,0
2026-01-01 00:00:00,MACH-01,39.39,196.079,39.730000000000004,37.74916666666667,1.5771739080580385,-0.3400000000000034,196.19833333333335,196.31187500000001,0.35732415103548365,-0.11933333333334417,0
2026-01-01 01:00:00,MACH-01,37.6,197.016,39.63666666666666,37.785000000000004,1.6052062037473236,-2.0366666666666617,196.13199999999998,196.30975,0.3586021472331017,0.8840000000000146,0
2026-01-01 02:00:00,MACH-01,37.78,197.261,39.156666666666666,37.78458333333334,1.6052549009825836,-1.3766666666666652,196.20583333333335,196.32120833333337,0.3769072056446077,1.0551666666666506,0
2026-01-01 03:00:00,MACH-01,38.02,197.531,38.85833333333334,37.82958333333333,1.5885801129906667,-0.8383333333333383,196.37633333333335,196.374,0.41580796152741795,1.1546666666666567,0
2026-01-01 04:00:00,MACH-01,37.75,196.457,38.6,37.931666666666665,1.5140348243360866,-0.8500000000000014,196.5918333333333,196.39858333333333,0.4652848511971787,-0.1348333333333187,0
2026-01-01 05:00:00,MACH-01,37.01,196.074,38.321666666666665,38.01416666666666,1.4434226133072359,-1.3116666666666674,196.73716666666667,196.4237916666667,0.45053967437762615,-0.6631666666666547,1
2026-01-01 06:00:00,MACH-01,37.12,196.021,37.925000000000004,38.07708333333333,1.3595410963926595,-0.8050000000000068,196.73633333333336,196.39358333333334,0.4485895690374968,-0.7153333333333762,0
2026-01-01 07:00:00,MACH-01,35.53,196.972,37.54666666666667,38.08625,1.3519802304416975,-2.0166666666666657,196.72666666666666,196.36975000000004,0.4527101241653155,0.24533333333334895,0
2026-01-01 08:00:00,MACH-01,36.45,196.373,37.20166666666667,38.05375,1.4048760196051935,-0.7516666666666652,196.71933333333334,196.4004166666667,0.4679285449599757,-0.34633333333334804,0
2026-01-01 09:00:00,MACH-01,35.77,195.835,36.980000000000004,38.08708333333333,1.3539298009217555,-1.2100000000000009,196.57133333333334,196.3853333333333,0.4624772301484598,-0.7363333333333344,0
2026-01-01 10:00:00,MACH-01,34.8,196.624,36.605,38.06875,1.3831165580204783,-1.8049999999999997,196.28866666666667,196.37145833333332,0.4741294979192216,0.33533333333332394,0
2026-01-01 11:00:00,MACH-01,34.27,196.396,36.11333333333334,38.01583333333333,1.4835589309077863,-1.8433333333333337,196.3165,196.3838333333333,0.4767871338600601,0.07949999999999591,0
2026-01-01 12:00:00,MACH-01,36.72,196.538,35.65666666666667,37.875,1.668678206410339,1.0633333333333255,196.37016666666668,196.40695833333334,0.46256106334058966,0.16783333333333417,0
2026-01-01 13:00:00,MACH-01,36.76,196.436,35.59,37.86333333333334,1.6760244541896125,1.1699999999999946,196.45633333333333,196.42545833333335,0.45835992874077613,-0.02033333333332621,0
2026-01-01 14:00:00,MACH-01,38.61,196.047,35.795,37.835,1.6891881250370688,2.8149999999999977,196.367,196.446875,0.44564514177889863,-0.3199999999999932,1
2026-01-01 15:00:00,MACH-01,38.05,195.697,36.155,37.84291666666667,1.692491035670267,1.894999999999996,196.31266666666667,196.41141666666667,0.4420309763556116,-0.6156666666666695,1
2026-01-01 16:00:00,MACH-01,38.16,196.052,36.535000000000004,37.84375,1.6925920757257842,1.624999999999993,196.28966666666668,196.38304166666668,0.465503605661715,-0.23766666666668357,1
2026-01-01 17:00:00,MACH-01,38.92,197.547,37.095,37.80416666666667,1.6726831261798665,1.8250000000000028,196.19433333333333,196.36658333333332,0.47010405107871917,1.3526666666666642,0
2026-01-01 18:00:00,MACH-01,38.96,196.056,37.87,37.79541666666667,1.6659818339470693,1.0900000000000034,196.38616666666667,196.42275000000004,0.5263713559339274,-0.3301666666666563,0
2026-01-01 19:00:00,MACH-01,38.85,196.206,38.24333333333333,37.75416666666667,1.6219899658452086,0.6066666666666691,196.30583333333334,196.40520833333332,0.5314751398469203,-0.09983333333335054,0
2026-01-01 20:00:00,MACH-01,39.68,195.927,38.59166666666667,37.68625,1.5346655562670486,1.0883333333333312,196.2675,196.38991666666666,0.5317171458476652,-0.34050000000002,0
2026-01-01 21:00:00,MACH-01,39.22,196.452,38.769999999999996,37.69083333333334,1.5406884871770745,0.45000000000000284,196.24749999999997,196.3769583333333,0.5393157886874367,0.20450000000002433,0
2026-01-01 22:00:00,MACH-01,40.09,196.149,38.964999999999996,37.67625,1.5236906353328925,1.125000000000007,196.37333333333333,196.38587499999997,0.5386871571337688,-0.22433333333333394,0
2026-01-01 23:00:00,MACH-01,40.57,197.03,39.28666666666667,37.704166666666666,1.5626674982772715,1.2833333333333314,196.3895,196.40937499999998,0.5139651326779153,0.640500000000003,0
2026-01-02 00:00:00,MACH-01,38.78,196.259,39.56166666666667,37.75333333333334,1.634909029964378,-0.7816666666666663,196.3033333333333,196.44899999999998,0.5239493835491805,-0.04433333333332712,0
2026-01-02 01:00:00,MACH-01,39.48,196.404,39.531666666666666,37.727916666666665,1.6129529472901951,-0.051666666666669414,196.33716666666666,196.4565,0.5196938061721739,0.06683333333333508,0
2026-01-02 01:00:00,MACH-01,39.48,196.404,39.63666666666666,37.80625,1.6516574350136386,-0.1566666666666663,196.37016666666668,196.431,0.5058779711936535,0.033833333333319615,0
2026-01-02 02:00:00,MACH-01,37.18,195.756,39.60333333333333,37.87708333333333,1.6865670797569343,-2.423333333333332,196.44966666666667,196.39529166666668,0.47398472541581715,-0.6936666666666724,0
2026-01-02 03:00:00,MACH-01,38.15,196.754,39.263333333333335,37.842083333333335,1.6921788865498464,-1.1133333333333368,196.33366666666666,196.32133333333334,0.4250217044758165,0.4203333333333319,0
2026-01-02 04:00:00,MACH-01,37.21,197.358,38.94,37.85875,1.6932020411637254,-1.7299999999999969,196.43449999999999,196.33370833333333,0.4333850059772841,0.9235000000000184,0
2026-01-02 05:00:00,MACH-01,36.93,196.362,38.38,37.86708333333333,1.689330917642381,-1.4500000000000028,196.48916666666665,196.38720833333335,0.4769901082892504,-0.12716666666665333,0
2026-01-02 06:00:00,MACH-01,36.94,196.417,38.071666666666665,37.85916666666667,1.6934244098604314,-1.1316666666666677,196.50633333333334,196.40141666666668,0.4706439544751573,-0.08933333333334303,0
2026-01-02 07:00:00,MACH-01,36.16,196.053,37.64833333333333,37.91791666666666,1.6324667362475056,-1.4883333333333368,196.5085,196.37829166666666,0.45475626335212505,-0.4555000000000007,0
2026-01-02 08:00:00,MACH-01,34.95,196.674,37.095,37.905833333333334,1.6448309459050094,-2.144999999999996,196.45000000000002,196.36495833333333,0.4595836943381491,0.22399999999998954,0
2026-01-02 09:00:00,MACH-01,36.21,196.82,36.72333333333333,37.87166666666667,1.6987582847986384,-0.5133333333333283,196.60299999999998,196.39991666666666,0.4493142520568517,0.21700000000001296,0
2026-01-02 10:00:00,MACH-01,36.2,196.006,36.4,37.930416666666666,1.6099702378285456,-0.19999999999999574,196.614,196.40808333333337,0.455305527298255,-0.6080000000000041,0
2026-01-02 11:00:00,MACH-01,35.94,196.636,36.23166666666667,38.01083333333333,1.4604434010132694,-0.2916666666666714,196.38866666666664,196.39183333333332,0.4626558178571654,0.2473333333333585,0
2026-01-02 12:00:00,MACH-01,36.38,196.964,36.06666666666667,37.97833333333333,1.4985983789782622,0.3133333333333326,196.43433333333334,196.3959166666667,0.46443101389402985,0.5296666666666567,0
2026-01-02 13:00:00,MACH-01,37.38,197.352,35.973333333333336,37.9625,1.5139589621774583,1.4066666666666663,196.5255,196.41791666666666,0.4786987721862912,0.82650000000001,0
2026-01-02 14:00:00,MACH-01,37.51,196.735,36.17666666666667,37.91125,1.511904392258783,1.3333333333333286,196.742,196.47229166666668,0.5079575880244759,-0.0069999999999765805,0
2026-01-02 15:00:00,MACH-01,37.66,195.913,36.60333333333333,37.88875,1.5137667171463751,1.0566666666666649,196.75216666666665,196.51554166666665,0.4826343452672272,-0.8391666666666424,0
2026-01-02 16:00:00,MACH-01,38.47,196.741,36.845,37.867916666666666,1.5133118853514391,1.625,196.601,196.50975000000003,0.48922771882756366,0.14000000000001478,0
2026-01-02 17:00:00,MACH-01,38.24,196.801,37.22333333333333,37.84916666666667,1.5024586131022284,1.0166666666666728,196.72349999999997,196.47616666666667,0.440129789816377,0.07750000000001478,0
2026-01-02 18:00:00,MACH-01,38.78,196.507,37.60666666666666,37.81916666666667,1.486416515650354,1.1733333333333391,196.751,196.50720833333332,0.43545468282792116,-0.24399999999999977,0
2026-01-02 19:00:00,MACH-01,39.5,196.372,38.00666666666667,37.816250000000004,1.4843731292985765,1.4933333333333323,196.67483333333334,196.51975000000002,0.4307110652615734,-0.30283333333332507,0
2026-01-02 20:00:00,MACH-01,39.62,195.737,38.36,37.808749999999996,1.474971812562267,1.259999999999998,196.51149999999998,196.5382916666667,0.4133112816985367,-0.7744999999999891,0
2026-01-02 21:00:00,MACH-01,39.8,196.898,38.711666666666666,37.82541666666667,1.493752145116991,1.0883333333333312,196.34516666666664,196.5085,0.44440111141371924,0.5528333333333535,0
2026-01-02 22:00:00,MACH-01,39.56,195.968,39.068333333333335,37.81333333333333,1.475700766974903,0.49166666666666714,196.50933333333333,196.53970833333332,0.4443568365491616,-0.5413333333333412,0
2026-01-02 23:00:00,MACH-01,38.6,196.533,39.25,37.77125,1.4064457593310182,-0.6499999999999986,196.38049999999998,196.49545833333332,0.44628368626120546,0.1525000000000034,0
2026-01-03 00:00:00,MACH-01,39.9,196.344,39.31,37.763749999999995,1.401303159029276,0.5899999999999963,196.33583333333334,196.506875,0.4434674942743028,0.008166666666653555,0
2026-01-03 01:00:00,MACH-01,39.24,196.542,39.49666666666667,37.78125,1.4260718699588826,-0.2566666666666677,196.30866666666665,196.50437499999998,0.44424110301543573,0.2333333333333485,0
2026-01-03 02:00:00,MACH-01,38.3,196.355,39.45333333333333,37.77125,1.4144358608204857,-1.153333333333336,196.337,196.51012500000002,0.44377827527759184,0.018000000000000682,0
2026-01-03 03:00:00,MACH-01,37.3,195.806,39.233333333333334,37.81791666666667,1.4125554369106956,-1.9333333333333371,196.43999999999997,196.53508333333332,0.41546254125732085,-0.6339999999999577,0
2026-01-03 04:00:00,MACH-01,37.65,196.623,38.81666666666667,37.7825,1.4145217351308492,-1.1666666666666714,196.258,196.49558333333334,0.43818805935581945,0.3649999999999807,0
2026-01-03 05:00:00,MACH-01,37.12,196.986,38.49833333333333,37.80083333333334,1.4096219557023626,-1.3783333333333303,196.36716666666666,196.46495833333333,0.3992473875294174,0.6188333333333276,0
2026-01-03 06:00:00,MACH-01,37.05,196.577,38.251666666666665,37.808749999999996,1.405044676693732,-1.201666666666668,196.44266666666667,196.49095833333334,0.4123540563076055,0.13433333333333053,0
2026-01-03 07:00:00,MACH-01,36.32,196.956,37.776666666666664,37.81333333333333,1.4022642146055648,-1.4566666666666634,196.48149999999998,196.497625,0.41239974407452873,0.47450000000000614,0
2026-01-03 08:00:00,MACH-01,35.63,196.651,37.29,37.82,1.39442055911382,-1.6599999999999966,196.55049999999997,196.53525000000002,0.4112617118718415,0.10050000000003934,0
2026-01-03 09:00:00,MACH-01,36.12,196.409,36.845,37.84833333333333,1.3393920316770056,-0.7250000000000014,196.59983333333332,196.5342916666667,0.4109510157165049,-0.1908333333333303,0
2026-01-03 10:00:00,MACH-01,34.75,196.264,36.64833333333333,37.84458333333333,1.3442954487947563,-1.8983333333333334,196.70033333333333,196.51716666666664,0.4070726531310753,-0.436333333333323,0
