timestamp,machine,temperature,pressure_bar,temperature_moy6h,temperature_moy24h,temperature_std24h,temperature_delta6h,pressure_bar_moy6h,pressure_bar_moy24h,pressure_bar_std24h,pressure_bar_delta6h
2025-10-01 00:00:00,MACH-01,38.58,196.011,39.56333333333333,37.626666666666665,1.626502426966404,-0.9833333333333343,196.27066666666667,196.49608333333336,0.41408347369631227,-0.25966666666667493
2025-10-01 01:00:00,MACH-01,38.62,196.008,39.48166666666666,37.65,1.6363772287534044,-0.8616666666666646,196.27599999999998,196.52129166666666,0.3596780540096912,-0.26799999999997226
2025-10-01 02:00:00,MACH-01,37.7,196.759,39.31666666666667,37.68541666666667,1.6482427511342874,-1.6166666666666671,196.24216666666666,196.49008333333333,0.3706636723109249,0.5168333333333237
2025-10-01 03:00:00,MACH-01,37.54,195.777,38.99666666666667,37.69083333333333,1.648060564174892,-1.4566666666666706,196.35166666666666,196.48691666666664,0.36790321466702186,-0.5746666666666727
2025-10-01 04:00:00,MACH-01,36.65,196.28,38.720000000000006,37.7075,1.644266058022628,-2.0700000000000074,196.23066666666668,196.4165833333333,0.3324301713753997,0.04933333333332257
2025-10-01 05:00:00,MACH-01,36.32,196.097,38.275,37.73666666666667,1.6177296669599561,-1.9549999999999983,196.1885,196.40545833333337,0.33234358585368107,-0.09149999999999636
2025-10-01 06:00:00,MACH-01,35.38,196.224,37.568333333333335,37.73333333333333,1.6206833412957868,-2.1883333333333326,196.15533333333335,196.37516666666667,0.32559973649551116,0.068666666666644
2025-10-01 07:00:00,MACH-01,36.03,195.468,37.035000000000004,37.70666666666667,1.655002079774532,-1.0050000000000026,196.19083333333333,196.35141666666667,0.3143137336938756,-0.722833333333341
2025-10-01 08:00:00,MACH-01,35.6,196.582,36.60333333333333,37.70708333333334,1.6545601784335395,-1.0033333333333303,196.10083333333333,196.29616666666666,0.34788337209466913,0.48116666666666674
2025-10-01 09:00:00,MACH-01,36.1,196.796,36.25333333333334,37.700833333333335,1.662538438043184,-0.15333333333333599,196.0713333333333,196.28733333333332,0.3372210817420416,0.7246666666666783
2025-10-01 10:00:00,MACH-01,35.87,196.144,36.01333333333333,37.72875,1.628016431121029,-0.14333333333333087,196.2411666666667,196.2904583333333,0.3417319034577154,-0.09716666666668061
2025-10-01 11:00:00,MACH-01,35.7,196.512,35.88333333333333,37.755,1.5907969017472803,-0.18333333333333002,196.21850000000003,196.26595833333332,0.32956103600025255,0.2934999999999661
2025-10-01 12:00:00,MACH-01,35.9,195.833,35.78,37.722500000000004,1.6255654534586772,0.11999999999999744,196.28766666666664,196.27229166666666,0.332890565536881,-0.4546666666666397
2025-10-01 12:00:00,MACH-01,35.9,195.833,35.86666666666667,37.69625,1.6505540901006193,0.03333333333333144,196.2225,196.25470833333335,0.34477648451665194,-0.3894999999999982
2025-10-01 13:00:00,MACH-01,36.91,196.241,35.845,37.64541666666667,1.6874472079772476,1.0649999999999977,196.2833333333333,196.21641666666667,0.3381135539469935,-0.04233333333328915
2025-10-01 14:00:00,MACH-01,38.19,196.463,36.06333333333333,37.635416666666664,1.691217670835127,2.126666666666665,196.22650000000002,196.22495833333335,0.33594001524218065,0.23649999999997817
2025-10-01 15:00:00,MACH-01,37.57,196.402,36.41166666666666,37.66041666666667,1.694947682062074,1.1583333333333385,196.17100000000002,196.24341666666666,0.33635901066908386,0.23099999999996612
2025-10-01 16:00:00,MACH-01,37.31,196.564,36.695,37.6,1.6700377501591368,0.615000000000002,196.21400000000003,196.2375833333333,0.3321432269198433,0.3499999999999659
2025-10-01 17:00:00,MACH-01,38.99,197.084,36.96333333333333,37.46875,1.5553367103649238,2.026666666666671,196.22266666666667,196.23408333333336,0.3280477055273735,0.8613333333333344
2025-10-01 18:00:00,MACH-01,39.96,195.753,37.47833333333333,37.46541666666666,1.5518375620021148,2.481666666666669,196.43116666666666,196.280125,0.3660343667047752,-0.6781666666666695
2025-10-01 19:00:00,MACH-01,39.84,196.715,38.155,37.48,1.5743487266306548,1.6850000000000023,196.41783333333333,196.26104166666664,0.38141093657173164,0.29716666666666924
2025-10-01 20:00:00,MACH-01,38.94,196.268,38.64333333333334,37.48916666666667,1.5879325269497484,0.29666666666665975,196.49683333333334,196.2865833333333,0.3907092677225881,-0.22883333333334122
2025-10-01 21:00:00,MACH-01,39.77,195.761,38.76833333333334,37.47833333333333,1.5765997166899255,1.0016666666666652,196.46433333333334,196.27679166666667,0.38798498168713663,-0.7033333333333474
2025-10-01 22:00:00,MACH-01,40.09,195.939,39.135000000000005,37.49708333333333,1.601926772376957,0.9549999999999983,196.3575,196.244625,0.3977004348374284,-0.41849999999999454
2025-10-01 23:00:00,MACH-01,39.09,196.614,39.598333333333336,37.4775,1.5653093873930983,-0.5083333333333329,196.25333333333333,196.22974999999997,0.4023445689632781,0.360666666666674
2025-10-02 00:00:00,MACH-01,38.68,196.872,39.615,37.49875,1.5842741102857874,-0.9350000000000023,196.17499999999998,196.254875,0.40689239176785147,0.6970000000000312
2025-10-02 01:00:00,MACH-01,38.27,195.814,39.40166666666667,37.50125,1.5861665916674148,-1.1316666666666677,196.3615,196.29087500000003,0.4220397995350233,-0.5475000000000136
2025-10-02 02:00:00,MACH-01,37.97,195.91,39.14,37.525,1.5935222130482967,-1.1700000000000017,196.21133333333333,196.2515,0.42054643542435843,-0.3013333333333321
2025-10-02 03:00:00,MACH-01,36.88,196.001,38.97833333333333,37.54291666666666,1.5961134294623995,-2.098333333333329,196.15166666666664,196.25704166666665,0.4148597960306829,-0.15066666666663764
2025-10-02 04:00:00,MACH-01,37.19,195.86,38.49666666666667,37.5525,1.5912020340118829,-1.306666666666672,196.1916666666667,196.24541666666664,0.41808496293480835,-0.33166666666667766
2025-10-02 05:00:00,MACH-01,36.77,196.421,38.01333333333333,37.588750000000005,1.5716933888948321,-1.2433333333333252,196.1785,196.23554166666668,0.4244927386248865,0.2424999999999784
2025-10-02 06:00:00,MACH-01,36.41,196.369,37.626666666666665,37.64666666666667,1.5112093247424288,-1.2166666666666686,196.14633333333333,196.24374999999998,0.42616125239608066,0.2226666666666688
2025-10-02 07:00:00,MACH-01,35.94,196.369,37.24833333333333,37.6625,1.4954430781544512,-1.30833333333333,196.0625,196.28129166666668,0.3932685197463126,0.3064999999999998
2025-10-02 08:00:00,MACH-01,35.1,196.593,36.86,37.67666666666667,1.4765461068985148,-1.759999999999998,196.155,196.2724166666667,0.38856255908041365,0.4379999999999882
2025-10-02 09:00:00,MACH-01,35.64,196.936,36.38166666666667,37.635,1.535889488778146,-0.7416666666666671,196.26883333333333,196.26395833333333,0.3787552242911329,0.6671666666666738
2025-10-02 10:00:00,MACH-01,36.98,196.514,36.175000000000004,37.625416666666666,1.548050609122926,0.8049999999999926,196.42466666666667,196.29695833333332,0.4016591112708803,0.08933333333334303
2025-10-02 11:00:00,MACH-01,36.27,196.22,36.14,37.67875,1.5001400296957983,0.13000000000000256,196.53366666666668,196.29704166666667,0.40170587111007583,-0.313666666666677
2025-10-02 12:00:00,MACH-01,36.0,196.818,36.056666666666665,37.69416666666667,1.4828671307761485,-0.05666666666666487,196.50016666666667,196.31316666666666,0.3898614767000175,0.31783333333333985
2025-10-02 13:00:00,MACH-01,37.27,196.376,35.98833333333334,37.69833333333333,1.4777381855144673,1.2816666666666663,196.57500000000002,196.35420833333333,0.3889610441172127,-0.19900000000001228
2025-10-02 14:00:00,MACH-01,38.49,196.985,36.21,37.71333333333333,1.4712008306339495,2.280000000000001,196.5761666666667,196.35983333333334,0.3882281564356723,0.4088333333333196
